#doc name topic proportion ...
0	file:/Users/fayimora/FinalYearProject/data/relevant/5272866bde5e4b5e25000004	3	0.782258064516129	11	0.07258064516129033	19	0.008064516129032258	18	0.008064516129032258	17	0.008064516129032258	16	0.008064516129032258	15	0.008064516129032258	14	0.008064516129032258	13	0.008064516129032258	12	0.008064516129032258	10	0.008064516129032258	9	0.008064516129032258	8	0.008064516129032258	7	0.008064516129032258	6	0.008064516129032258	5	0.008064516129032258	4	0.008064516129032258	2	0.008064516129032258	1	0.008064516129032258	0	0.008064516129032258	
1	file:/Users/fayimora/FinalYearProject/data/relevant/5272866bde5e4b5e25000007	9	0.35344827586206895	8	0.28448275862068967	2	0.21551724137931033	19	0.008620689655172414	18	0.008620689655172414	17	0.008620689655172414	16	0.008620689655172414	15	0.008620689655172414	14	0.008620689655172414	13	0.008620689655172414	12	0.008620689655172414	11	0.008620689655172414	10	0.008620689655172414	7	0.008620689655172414	6	0.008620689655172414	5	0.008620689655172414	4	0.008620689655172414	3	0.008620689655172414	1	0.008620689655172414	0	0.008620689655172414	
2	file:/Users/fayimora/FinalYearProject/data/relevant/5272866cde5e4b5e2500000d	14	0.3269230769230769	1	0.3269230769230769	19	0.019230769230769232	18	0.019230769230769232	17	0.019230769230769232	16	0.019230769230769232	15	0.019230769230769232	13	0.019230769230769232	12	0.019230769230769232	11	0.019230769230769232	10	0.019230769230769232	9	0.019230769230769232	8	0.019230769230769232	7	0.019230769230769232	6	0.019230769230769232	5	0.019230769230769232	4	0.019230769230769232	3	0.019230769230769232	2	0.019230769230769232	0	0.019230769230769232	
3	file:/Users/fayimora/FinalYearProject/data/relevant/5272866cde5e4b5e2500000f	14	0.6217948717948718	3	0.10897435897435898	13	0.057692307692307696	10	0.057692307692307696	0	0.057692307692307696	19	0.00641025641025641	18	0.00641025641025641	17	0.00641025641025641	16	0.00641025641025641	15	0.00641025641025641	12	0.00641025641025641	11	0.00641025641025641	9	0.00641025641025641	8	0.00641025641025641	7	0.00641025641025641	6	0.00641025641025641	5	0.00641025641025641	4	0.00641025641025641	2	0.00641025641025641	1	0.00641025641025641	
4	file:/Users/fayimora/FinalYearProject/data/relevant/5272866cde5e4b5e25000015	19	0.41	11	0.25	5	0.09	1	0.09	18	0.01	17	0.01	16	0.01	15	0.01	14	0.01	13	0.01	12	0.01	10	0.01	9	0.01	8	0.01	7	0.01	6	0.01	4	0.01	3	0.01	2	0.01	0	0.01	
5	file:/Users/fayimora/FinalYearProject/data/relevant/5272866cde5e4b5e25000017	17	0.4166666666666667	9	0.2833333333333333	19	0.016666666666666666	18	0.016666666666666666	16	0.016666666666666666	15	0.016666666666666666	14	0.016666666666666666	13	0.016666666666666666	12	0.016666666666666666	11	0.016666666666666666	10	0.016666666666666666	8	0.016666666666666666	7	0.016666666666666666	6	0.016666666666666666	5	0.016666666666666666	4	0.016666666666666666	3	0.016666666666666666	2	0.016666666666666666	1	0.016666666666666666	0	0.016666666666666666	
6	file:/Users/fayimora/FinalYearProject/data/relevant/5272866dde5e4b5e2500001b	2	0.6742424242424242	8	0.1893939393939394	19	0.007575757575757576	18	0.007575757575757576	17	0.007575757575757576	16	0.007575757575757576	15	0.007575757575757576	14	0.007575757575757576	13	0.007575757575757576	12	0.007575757575757576	11	0.007575757575757576	10	0.007575757575757576	9	0.007575757575757576	7	0.007575757575757576	6	0.007575757575757576	5	0.007575757575757576	4	0.007575757575757576	3	0.007575757575757576	1	0.007575757575757576	0	0.007575757575757576	
7	file:/Users/fayimora/FinalYearProject/data/relevant/527287af3502e9b525000003	17	0.20454545454545456	16	0.20454545454545456	12	0.20454545454545456	19	0.022727272727272728	18	0.022727272727272728	15	0.022727272727272728	14	0.022727272727272728	13	0.022727272727272728	11	0.022727272727272728	10	0.022727272727272728	9	0.022727272727272728	8	0.022727272727272728	7	0.022727272727272728	6	0.022727272727272728	5	0.022727272727272728	4	0.022727272727272728	3	0.022727272727272728	2	0.022727272727272728	1	0.022727272727272728	0	0.022727272727272728	
8	file:/Users/fayimora/FinalYearProject/data/relevant/527287af3502e9b525000007	15	0.20238095238095238	10	0.20238095238095238	19	0.10714285714285714	11	0.10714285714285714	6	0.10714285714285714	1	0.10714285714285714	18	0.011904761904761904	17	0.011904761904761904	16	0.011904761904761904	14	0.011904761904761904	13	0.011904761904761904	12	0.011904761904761904	9	0.011904761904761904	8	0.011904761904761904	7	0.011904761904761904	5	0.011904761904761904	4	0.011904761904761904	3	0.011904761904761904	2	0.011904761904761904	0	0.011904761904761904	
9	file:/Users/fayimora/FinalYearProject/data/relevant/527287af3502e9b525000008	14	0.38636363636363635	8	0.20454545454545456	19	0.022727272727272728	18	0.022727272727272728	17	0.022727272727272728	16	0.022727272727272728	15	0.022727272727272728	13	0.022727272727272728	12	0.022727272727272728	11	0.022727272727272728	10	0.022727272727272728	9	0.022727272727272728	7	0.022727272727272728	6	0.022727272727272728	5	0.022727272727272728	4	0.022727272727272728	3	0.022727272727272728	2	0.022727272727272728	1	0.022727272727272728	0	0.022727272727272728	
10	file:/Users/fayimora/FinalYearProject/data/relevant/527287b03502e9b52500000c	6	0.41	15	0.17	9	0.09	7	0.09	4	0.09	19	0.01	18	0.01	17	0.01	16	0.01	14	0.01	13	0.01	12	0.01	11	0.01	10	0.01	8	0.01	5	0.01	3	0.01	2	0.01	1	0.01	0	0.01	
11	file:/Users/fayimora/FinalYearProject/data/relevant/527287b03502e9b52500000f	13	0.23148148148148148	7	0.23148148148148148	15	0.1574074074074074	2	0.1574074074074074	16	0.08333333333333333	19	0.009259259259259259	18	0.009259259259259259	17	0.009259259259259259	14	0.009259259259259259	12	0.009259259259259259	11	0.009259259259259259	10	0.009259259259259259	9	0.009259259259259259	8	0.009259259259259259	6	0.009259259259259259	5	0.009259259259259259	4	0.009259259259259259	3	0.009259259259259259	1	0.009259259259259259	0	0.009259259259259259	
12	file:/Users/fayimora/FinalYearProject/data/relevant/527287b03502e9b525000010	1	0.35	15	0.29285714285714287	4	0.2357142857142857	19	0.007142857142857143	18	0.007142857142857143	17	0.007142857142857143	16	0.007142857142857143	14	0.007142857142857143	13	0.007142857142857143	12	0.007142857142857143	11	0.007142857142857143	10	0.007142857142857143	9	0.007142857142857143	8	0.007142857142857143	7	0.007142857142857143	6	0.007142857142857143	5	0.007142857142857143	3	0.007142857142857143	2	0.007142857142857143	0	0.007142857142857143	
13	file:/Users/fayimora/FinalYearProject/data/relevant/527287b03502e9b525000013	4	0.39285714285714285	16	0.10714285714285714	12	0.10714285714285714	5	0.10714285714285714	3	0.10714285714285714	19	0.011904761904761904	18	0.011904761904761904	17	0.011904761904761904	15	0.011904761904761904	14	0.011904761904761904	13	0.011904761904761904	11	0.011904761904761904	10	0.011904761904761904	9	0.011904761904761904	8	0.011904761904761904	7	0.011904761904761904	6	0.011904761904761904	2	0.011904761904761904	1	0.011904761904761904	0	0.011904761904761904	
14	file:/Users/fayimora/FinalYearProject/data/relevant/527287b03502e9b525000014	2	0.73	7	0.09	19	0.01	18	0.01	17	0.01	16	0.01	15	0.01	14	0.01	13	0.01	12	0.01	11	0.01	10	0.01	9	0.01	8	0.01	6	0.01	5	0.01	4	0.01	3	0.01	1	0.01	0	0.01	
15	file:/Users/fayimora/FinalYearProject/data/relevant/527287b03502e9b525000015	8	0.25	7	0.25	19	0.027777777777777776	18	0.027777777777777776	17	0.027777777777777776	16	0.027777777777777776	15	0.027777777777777776	14	0.027777777777777776	13	0.027777777777777776	12	0.027777777777777776	11	0.027777777777777776	10	0.027777777777777776	9	0.027777777777777776	6	0.027777777777777776	5	0.027777777777777776	4	0.027777777777777776	3	0.027777777777777776	2	0.027777777777777776	1	0.027777777777777776	0	0.027777777777777776	
16	file:/Users/fayimora/FinalYearProject/data/relevant/527287b03502e9b525000016	13	0.28448275862068967	16	0.21551724137931033	9	0.14655172413793102	4	0.14655172413793102	5	0.07758620689655173	19	0.008620689655172414	18	0.008620689655172414	17	0.008620689655172414	15	0.008620689655172414	14	0.008620689655172414	12	0.008620689655172414	11	0.008620689655172414	10	0.008620689655172414	8	0.008620689655172414	7	0.008620689655172414	6	0.008620689655172414	3	0.008620689655172414	2	0.008620689655172414	1	0.008620689655172414	0	0.008620689655172414	
17	file:/Users/fayimora/FinalYearProject/data/relevant/527287b13502e9b52500001c	4	0.3951612903225806	1	0.2661290322580645	18	0.20161290322580644	19	0.008064516129032258	17	0.008064516129032258	16	0.008064516129032258	15	0.008064516129032258	14	0.008064516129032258	13	0.008064516129032258	12	0.008064516129032258	11	0.008064516129032258	10	0.008064516129032258	9	0.008064516129032258	8	0.008064516129032258	7	0.008064516129032258	6	0.008064516129032258	5	0.008064516129032258	3	0.008064516129032258	2	0.008064516129032258	0	0.008064516129032258	
18	file:/Users/fayimora/FinalYearProject/data/relevant/527287b13502e9b52500001d	15	0.3712121212121212	16	0.25	13	0.12878787878787878	19	0.06818181818181818	9	0.06818181818181818	18	0.007575757575757576	17	0.007575757575757576	14	0.007575757575757576	12	0.007575757575757576	11	0.007575757575757576	10	0.007575757575757576	8	0.007575757575757576	7	0.007575757575757576	6	0.007575757575757576	5	0.007575757575757576	4	0.007575757575757576	3	0.007575757575757576	2	0.007575757575757576	1	0.007575757575757576	0	0.007575757575757576	
