#doc name topic proportion ...
0	file:/Users/fayimora/FinalYearProject/data/relevant/5272866bde5e4b5e25000004	3	0.4166666666666667	1	0.19444444444444445	8	0.08333333333333333	7	0.08333333333333333	6	0.08333333333333333	9	0.027777777777777776	5	0.027777777777777776	4	0.027777777777777776	2	0.027777777777777776	0	0.027777777777777776	
1	file:/Users/fayimora/FinalYearProject/data/relevant/5272866bde5e4b5e25000007	8	0.5	2	0.14705882352941177	9	0.08823529411764706	6	0.08823529411764706	7	0.029411764705882353	5	0.029411764705882353	4	0.029411764705882353	3	0.029411764705882353	1	0.029411764705882353	0	0.029411764705882353	
2	file:/Users/fayimora/FinalYearProject/data/relevant/5272866cde5e4b5e2500000d	2	0.3888888888888889	4	0.16666666666666666	9	0.05555555555555555	8	0.05555555555555555	7	0.05555555555555555	6	0.05555555555555555	5	0.05555555555555555	3	0.05555555555555555	1	0.05555555555555555	0	0.05555555555555555	
3	file:/Users/fayimora/FinalYearProject/data/relevant/5272866cde5e4b5e2500000f	8	0.38636363636363635	4	0.3409090909090909	5	0.06818181818181818	1	0.06818181818181818	9	0.022727272727272728	7	0.022727272727272728	6	0.022727272727272728	3	0.022727272727272728	2	0.022727272727272728	0	0.022727272727272728	
4	file:/Users/fayimora/FinalYearProject/data/relevant/5272866cde5e4b5e25000015	5	0.5	0	0.16666666666666666	2	0.1	9	0.03333333333333333	8	0.03333333333333333	7	0.03333333333333333	6	0.03333333333333333	4	0.03333333333333333	3	0.03333333333333333	1	0.03333333333333333	
5	file:/Users/fayimora/FinalYearProject/data/relevant/5272866cde5e4b5e25000017	0	0.35	6	0.15	3	0.15	9	0.05	8	0.05	7	0.05	5	0.05	4	0.05	2	0.05	1	0.05	
6	file:/Users/fayimora/FinalYearProject/data/relevant/5272866dde5e4b5e2500001b	8	0.34210526315789475	2	0.2894736842105263	4	0.13157894736842105	5	0.07894736842105263	9	0.02631578947368421	7	0.02631578947368421	6	0.02631578947368421	3	0.02631578947368421	1	0.02631578947368421	0	0.02631578947368421	
7	file:/Users/fayimora/FinalYearProject/data/relevant/527287af3502e9b525000003	4	0.1875	3	0.1875	0	0.1875	9	0.0625	8	0.0625	7	0.0625	6	0.0625	5	0.0625	2	0.0625	1	0.0625	
8	file:/Users/fayimora/FinalYearProject/data/relevant/527287af3502e9b525000007	4	0.4230769230769231	5	0.19230769230769232	3	0.11538461538461539	9	0.038461538461538464	8	0.038461538461538464	7	0.038461538461538464	6	0.038461538461538464	2	0.038461538461538464	1	0.038461538461538464	0	0.038461538461538464	
9	file:/Users/fayimora/FinalYearProject/data/relevant/527287af3502e9b525000008	8	0.1875	4	0.1875	1	0.1875	9	0.0625	7	0.0625	6	0.0625	5	0.0625	3	0.0625	2	0.0625	0	0.0625	
10	file:/Users/fayimora/FinalYearProject/data/relevant/527287b03502e9b52500000c	6	0.36666666666666664	5	0.16666666666666666	8	0.1	7	0.1	2	0.1	9	0.03333333333333333	4	0.03333333333333333	3	0.03333333333333333	1	0.03333333333333333	0	0.03333333333333333	
11	file:/Users/fayimora/FinalYearProject/data/relevant/527287b03502e9b52500000f	4	0.40625	8	0.15625	2	0.15625	5	0.09375	9	0.03125	7	0.03125	6	0.03125	3	0.03125	1	0.03125	0	0.03125	
12	file:/Users/fayimora/FinalYearProject/data/relevant/527287b03502e9b525000010	2	0.325	8	0.225	9	0.125	1	0.125	5	0.075	7	0.025	6	0.025	4	0.025	3	0.025	0	0.025	
13	file:/Users/fayimora/FinalYearProject/data/relevant/527287b03502e9b525000013	7	0.19230769230769232	6	0.19230769230769232	2	0.19230769230769232	8	0.11538461538461539	4	0.11538461538461539	9	0.038461538461538464	5	0.038461538461538464	3	0.038461538461538464	1	0.038461538461538464	0	0.038461538461538464	
14	file:/Users/fayimora/FinalYearProject/data/relevant/527287b03502e9b525000014	8	0.5666666666666667	3	0.1	2	0.1	9	0.03333333333333333	7	0.03333333333333333	6	0.03333333333333333	5	0.03333333333333333	4	0.03333333333333333	1	0.03333333333333333	0	0.03333333333333333	
15	file:/Users/fayimora/FinalYearProject/data/relevant/527287b03502e9b525000015	7	0.21428571428571427	2	0.21428571428571427	9	0.07142857142857142	8	0.07142857142857142	6	0.07142857142857142	5	0.07142857142857142	4	0.07142857142857142	3	0.07142857142857142	1	0.07142857142857142	0	0.07142857142857142	
16	file:/Users/fayimora/FinalYearProject/data/relevant/527287b03502e9b525000016	1	0.2647058823529412	0	0.2647058823529412	6	0.20588235294117646	8	0.08823529411764706	9	0.029411764705882353	7	0.029411764705882353	5	0.029411764705882353	4	0.029411764705882353	3	0.029411764705882353	2	0.029411764705882353	
17	file:/Users/fayimora/FinalYearProject/data/relevant/527287b13502e9b52500001c	2	0.4166666666666667	1	0.1388888888888889	8	0.08333333333333333	5	0.08333333333333333	4	0.08333333333333333	0	0.08333333333333333	9	0.027777777777777776	7	0.027777777777777776	6	0.027777777777777776	3	0.027777777777777776	
18	file:/Users/fayimora/FinalYearProject/data/relevant/527287b13502e9b52500001d	8	0.5	6	0.18421052631578946	4	0.07894736842105263	2	0.07894736842105263	9	0.02631578947368421	7	0.02631578947368421	5	0.02631578947368421	3	0.02631578947368421	1	0.02631578947368421	0	0.02631578947368421	
19	file:/Users/fayimora/FinalYearProject/data/relevant/527287b13502e9b52500001f	9	0.55	8	0.05	7	0.05	6	0.05	5	0.05	4	0.05	3	0.05	2	0.05	1	0.05	0	0.05	
20	file:/Users/fayimora/FinalYearProject/data/relevant/527287b13502e9b525000026	1	0.34615384615384615	9	0.11538461538461539	7	0.11538461538461539	4	0.11538461538461539	2	0.11538461538461539	8	0.038461538461538464	6	0.038461538461538464	5	0.038461538461538464	3	0.038461538461538464	0	0.038461538461538464	
21	file:/Users/fayimora/FinalYearProject/data/relevant/527287b23502e9b525000027	0	0.36666666666666664	9	0.16666666666666666	2	0.16666666666666666	8	0.1	7	0.03333333333333333	6	0.03333333333333333	5	0.03333333333333333	4	0.03333333333333333	3	0.03333333333333333	1	0.03333333333333333	
22	file:/Users/fayimora/FinalYearProject/data/relevant/527287b23502e9b52500002a	4	0.3611111111111111	1	0.25	5	0.19444444444444445	9	0.027777777777777776	8	0.027777777777777776	7	0.027777777777777776	6	0.027777777777777776	3	0.027777777777777776	2	0.027777777777777776	0	0.027777777777777776	
